"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_84556_coefficient","contrast_84556_log2fc","contrast_84556_tstat","contrast_84556_pvalue"
"11002","A_51_P320539","432940","Otulin","OTU deubiquitinase with linear linkage specificity",0.2854,0.6291,0.4536,1.1342,1.1342,1.0732,0.2986
"11003","A_51_P393624","213081","Wdr19","WD repeat domain 19",0.2855,0.6293,0.4537,1.6738,1.6738,1.2824,0.2185
"11004","A_51_P418317","67139","Mis12","MIS12 kinetochore complex component",0.2857,0.6295,0.4538,-1.8879,-1.8879,-1.1248,0.2857
"11005","A_51_P375789","22364","Vpreb3","V-set pre-B cell surrogate light chain 3",0.2857,0.6295,0.4538,1.5576,1.5576,1.1152,0.2857
"11006","A_51_P272250","27681","Snf8","SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)",0.2857,0.6295,0.4539,1.538,1.538,0.7796,0.4545
"11007","A_52_P460791","19064","Ppy","pancreatic polypeptide",0.2857,0.6295,0.4538,-0.9967,-0.9967,-0.7507,0.4648
"11008","A_52_P653303","21812","Tgfbr1","transforming growth factor, beta receptor I",0.2857,0.6295,0.4539,0.6517,0.6517,0.7887,0.4402
"11009","A_52_P283615","258438","Or6d15","olfactory receptor family 6 subfamily D member 15",0.2856,0.6295,0.4537,0.9313,0.9313,0.9631,0.3512
"11010","A_52_P558357","319618","Dcp1b","decapping mRNA 1B",0.2858,0.6295,0.4539,0.9193,0.9193,0.7391,0.4702
"11011","A_51_P208232","74363","4931430N09Rik","RIKEN cDNA 4931430N09 gene",0.2858,0.6295,0.454,-1.179,-1.179,-0.7079,0.4944
"11012","A_51_P109099","56222","Cited4","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4",0.2858,0.6295,0.454,-1.5262,-1.5262,-1.5798,0.132
"11013","A_52_P67741","433746","Gm12830","predicted gene 12830",0.2858,0.6296,0.454,1.086,1.086,0.9857,0.3486
"11014","A_51_P312693","11426","Macf1","microtubule-actin crosslinking factor 1",0.2859,0.6296,0.4541,-0.1677,-0.1677,-0.1251,0.9018
"11015","A_51_P287798","75173","Tex38","testis expressed 38",0.2859,0.6297,0.4541,1.9587,1.9587,1.124,0.2859
"11016","A_52_P79763","230753","Thrap3","thyroid hormone receptor associated protein 3",0.2859,0.6297,0.4541,-0.6665,-0.6665,-0.691,0.4991
"11017","A_51_P375714","13589","Mapre1","microtubule-associated protein, RP/EB family, member 1",0.286,0.6297,0.4542,-1.5287,-1.5287,-1.1381,0.286
"11018","A_51_P210877","76302","Pcnp","PEST proteolytic signal containing nuclear protein",0.2861,0.6299,0.4542,-1.4292,-1.4292,-1.13,0.2861
"11019","A_51_P285669","239827","Pigz","phosphatidylinositol glycan anchor biosynthesis, class Z",0.2861,0.6299,0.4542,2.3939,2.3939,1.1236,0.2861
"11020","A_52_P569178","67465","Sf3a1","splicing factor 3a, subunit 1",0.2862,0.6299,0.4542,-2.2698,-2.2698,-1.8229,0.0968
"11021","A_52_P323732","258428","Or5g29","olfactory receptor family 5 subfamily G member 29",0.2862,0.6299,0.4543,-0.1731,-0.1731,-0.1058,0.9174
"11022","A_51_P134301","56612","Pfdn5","prefoldin 5",0.2862,0.6299,0.4543,-1.1977,-1.1977,-1.1298,0.2862
"11023","A_52_P972039","621809","Gm6260","predicted gene 6260",0.2863,0.63,0.4544,1.8303,1.8303,1.2876,0.2211
"11024","A_52_P209172","107733","Mrpl41","mitochondrial ribosomal protein L41",0.2863,0.63,0.4544,0.8666,0.8666,0.813,0.4285
"11025","A_51_P274356","259026","Or1e19","olfactory receptor family 1 subfamily E member 19",0.2864,0.6301,0.4544,0.679,0.679,0.5256,0.6071
"11026","A_52_P644534","236082","Dhrsx","dehydrogenase/reductase X linked",0.2865,0.6303,0.4545,1.7365,1.7365,2.1524,0.0456
"11027","A_51_P198045","100972","Rab28","RAB28, member RAS oncogene family",0.2865,0.6304,0.4546,3.1558,3.1558,2.0844,0.054
"11028","A_51_P263227","226182","Taf5","TATA-box binding protein associated factor 5",0.2866,0.6304,0.4546,-10.9547,-10.9547,-6.0064,7.244e-05
"11029","A_51_P354307","209195","Clic6","chloride intracellular channel 6",0.2868,0.6305,0.4548,-1.3396,-1.3396,-1.122,0.2868
"11030","A_52_P590701","224170","Dzip3","DAZ interacting protein 3, zinc finger",0.2867,0.6305,0.4547,2.4441,2.4441,1.1285,0.2867
"11031","A_52_P38994","66396","Ccdc82","coiled-coil domain containing 82",0.2867,0.6305,0.4547,0.9903,0.9903,0.9208,0.3684
"11032","A_52_P571707","54616","Extl3","exostosin-like glycosyltransferase 3",0.2871,0.631,0.4549,-1.0785,-1.0785,-1.1161,0.2871
"11033","A_51_P335292","226090","Ermp1","endoplasmic reticulum metallopeptidase 1",0.2872,0.631,0.4551,-1.3544,-1.3544,-1.1272,0.2872
"11034","A_52_P577729","108937","Rnf169","ring finger protein 169",0.2872,0.631,0.4551,-0.9587,-0.9587,-1.1078,0.2872
"11035","A_52_P297251","11704","Amelx","amelogenin, X-linked",0.2873,0.631,0.4553,2.118,2.118,1.1113,0.2873
"11036","A_52_P632359","258737","Or4f14d","olfactory receptor family 4 subfamily F member 14D",0.2873,0.631,0.4552,0.2098,0.2098,0.2126,0.8343
"11037","A_51_P446978","23837","Cfdp1","craniofacial development protein 1",0.2872,0.631,0.4551,-1.5648,-1.5648,-1.1273,0.2872
"11038","A_52_P310548","243880","Nlrp4a","NLR family, pyrin domain containing 4A",0.2872,0.631,0.455,1.0976,1.0976,1.0538,0.3104
"11039","A_51_P171086","234889","Gucy1a2","guanylate cyclase 1, soluble, alpha 2",0.2872,0.631,0.455,-1.3741,-1.3741,-1.0585,0.3115
"11040","A_52_P666257","18632","Pex11b","peroxisomal biogenesis factor 11 beta",0.2874,0.631,0.4554,1.0457,1.0457,1.027,0.3212
"11041","A_52_P398434","382252","Bclaf3","Bclaf1 and Thrap3 family member 3",0.2874,0.631,0.4554,-1.6384,-1.6384,-1.4288,0.1796
"11042","A_52_P355084","210029","Metrnl","meteorin, glial cell differentiation regulator-like",0.2873,0.631,0.4553,2.7021,2.7021,2.2914,0.0338
"11043","A_51_P400311","75311","4930550C14Rik","RIKEN cDNA 4930550C14 gene",0.2873,0.631,0.4553,1.6925,1.6925,0.9732,0.3504
"11044","A_52_P329207","14038","Wfdc18","WAP four-disulfide core domain 18",0.2874,0.631,0.4554,1.2792,1.2792,1.1154,0.2874
"11045","A_51_P375378","14048","Eya1","EYA transcriptional coactivator and phosphatase 1",0.2875,0.631,0.4555,0.0521,0.0521,0.0321,0.9749
"11046","A_51_P455090","227231","Cps1","carbamoyl-phosphate synthetase 1",0.2874,0.631,0.4555,-1.2368,-1.2368,-1.1266,0.2874
"11047","A_51_P331661","71707","Ubiad1","UbiA prenyltransferase domain containing 1",0.2875,0.631,0.4555,-1.7585,-1.7585,-1.1578,0.2875
"11048","A_51_P463034","74666","Brme1","break repair meiotic recombinase recruitment factor 1",0.2876,0.6312,0.4556,0.3835,0.3835,0.357,0.7256
"11049","A_52_P297212","72739","Zkscan3","zinc finger with KRAB and SCAN domains 3",0.2875,0.6312,0.4556,-0.1272,-0.1272,-0.0751,0.9415
"11050","A_51_P284486","14863","Gstm2","glutathione S-transferase, mu 2",0.2876,0.6312,0.4556,-0.6401,-0.6401,-0.6714,0.5125
"11051","A_51_P296352","54652","Cacna1f","calcium channel, voltage-dependent, alpha 1F subunit",0.2878,0.6315,0.4557,-0.6469,-0.6469,-0.5224,0.6092
"11052","A_51_P460851","71619","Arl14","ADP-ribosylation factor-like 14",0.288,0.6317,0.4558,-0.4668,-0.4668,-0.2036,0.8449
"11053","A_52_P295067","20621","Snn","stannin",0.288,0.6317,0.4559,2.5009,2.5009,1.1252,0.288
"11054","A_51_P228276","14467","Nipsnap2","nipsnap homolog 2",0.288,0.6317,0.4558,-0.3552,-0.3552,-0.2899,0.7763
"11055","A_52_P448398","67581","Tbc1d23","TBC1 domain family, member 23",0.288,0.6317,0.4559,-0.6864,-0.6864,-0.5095,0.6181
"11056","A_51_P153004","56698","Phax","phosphorylated adaptor for RNA export",0.2882,0.6319,0.4561,1.9029,1.9029,1.1591,0.2639
"11057","A_52_P595805","67509","Saysd1","SAYSVFN motif domain containing 1",0.2882,0.6319,0.4561,1.1361,1.1361,1.1184,0.2882
"11058","A_51_P198645","170736","Parvb","parvin, beta",0.2882,0.6319,0.4561,-0.4924,-0.4924,-0.2909,0.7773
"11059","A_51_P359516","269295","Rtn4rl2","reticulon 4 receptor-like 2",0.2883,0.6319,0.4562,-3.4004,-3.4004,-1.2506,0.2285
"11060","A_51_P379750","59011","Myoz1","myozenin 1",0.2883,0.6319,0.4562,-1.4926,-1.4926,-1.137,0.2739
"11061","A_52_P237957","258490","Or5p67","olfactory receptor family 5 subfamily P member 67",0.2883,0.632,0.4562,-0.1857,-0.1857,-0.1724,0.8659
"11062","A_52_P643359","19134","Prpf4b","pre-mRNA processing factor 4B",0.2884,0.632,0.4563,-0.3,-0.3,-0.0926,0.9281
"11063","A_52_P187126","14404","Gabre","gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",0.2884,0.6321,0.4563,-1.4305,-1.4305,-1.3726,0.1939
"11064","A_52_P427438","207781","C2cd2","C2 calcium-dependent domain containing 2",0.2884,0.6321,0.4563,-1.1362,-1.1362,-1.1086,0.2884
"11065","A_52_P358388","232314","Ppp4r2","protein phosphatase 4, regulatory subunit 2",0.2885,0.6321,0.4564,-1.2021,-1.2021,-1.1571,0.2628
"11066","A_52_P446181","71131","Zfp689","zinc finger protein 689",0.2885,0.6321,0.4564,0.8441,0.8441,1.1048,0.2885
"11067","A_51_P149983","226432","Ipo9","importin 9",0.2885,0.6321,0.4563,-5.2353,-5.2353,-2.7476,0.0197
"11068","A_52_P128068","71529","Kazn","kazrin, periplakin interacting protein",0.2885,0.6322,0.4564,1.6475,1.6475,1.1239,0.2885
"11069","A_51_P342813","71723","Dhx34","DExH-box helicase 34",0.2886,0.6322,0.4565,0.4891,0.4891,0.3603,0.7225
"11070","A_52_P468821","80985","Trim44","tripartite motif-containing 44",0.2886,0.6322,0.4565,-1.0341,-1.0341,-1.011,0.325
"11071","A_51_P341369","66943","Slc66a2","solute carrier family 66 member 2",0.2886,0.6322,0.4566,-0.6921,-0.6921,-0.6362,0.5339
"11072","A_52_P1164127","102639645","Gm534","predicted gene 534",0.2888,0.6324,0.4566,-1.1503,-1.1503,-0.7458,0.4696
"11073","A_52_P488779","545812","Pilrb2","paired immunoglobin-like type 2 receptor beta 2",0.2888,0.6325,0.4567,3.9433,3.9433,2.2057,0.041
"11074","A_51_P273613","73894","4930414N06Rik","RIKEN cDNA 4930414N06 gene",0.289,0.6326,0.4568,2.9662,2.9662,1.7121,0.1115
"11075","A_52_P191086","16522","Kcnj6","potassium inwardly-rectifying channel, subfamily J, member 6",0.289,0.6326,0.4567,-1.2767,-1.2767,-1.1306,0.289
"11076","A_52_P44054","231128","Fam193a","family with sequence homology 193, member A",0.289,0.6326,0.4567,0.1613,0.1613,0.0729,0.943
"11077","A_52_P155494","244713","Zfp317","zinc finger protein 317",0.289,0.6326,0.4569,1.2279,1.2279,0.6851,0.5049
"11078","A_52_P616404","12021","Bard1","BRCA1 associated RING domain 1",0.289,0.6326,0.4568,-0.766,-0.766,-0.289,0.7788
"11079","A_51_P269356","258279","Or7g28","olfactory receptor family 7 subfamily G member 28",0.2892,0.6329,0.4569,1.0559,1.0559,0.5884,0.566
"11080","A_52_P388497","212919","Kctd7","potassium channel tetramerisation domain containing 7",0.2894,0.6331,0.4571,1.5582,1.5582,1.1156,0.2894
"11081","A_51_P169714","216148","Shc2","SHC (Src homology 2 domain containing) transforming protein 2",0.2894,0.6331,0.4571,0.2712,0.2712,0.1899,0.853
"11082","A_52_P505143","16469","Jrk","jerky",0.2894,0.6332,0.4571,-1.8992,-1.8992,-1.1104,0.2894
"11083","A_52_P618009","242408","Fam221b","family with sequence similarity 221, member B",0.2896,0.6334,0.4572,2.1843,2.1843,1.1151,0.2896
"11084","A_52_P334680","69459","Ubl7","ubiquitin-like 7 (bone marrow stromal cell-derived)",0.2896,0.6334,0.4572,2.7248,2.7248,1.9483,0.0741
"11085","A_52_P380301","22253","Unc5c","unc-5 netrin receptor C",0.2897,0.6336,0.4573,-1.7199,-1.7199,-1.1387,0.2897
"11086","A_51_P315925","56636","Fgf21","fibroblast growth factor 21",0.2897,0.6336,0.4572,0.2479,0.2479,0.3166,0.7551
"11087","A_51_P235878","14923","Guk1","guanylate kinase 1",0.2898,0.6337,0.4573,-1.7407,-1.7407,-1.1095,0.2898
"11088","A_51_P519791","219114","Ska3","spindle and kinetochore associated complex subunit 3",0.29,0.6338,0.4576,1.349,1.349,1.1018,0.2873
"11089","A_52_P600398","18655","Pgk1","phosphoglycerate kinase 1",0.29,0.6338,0.4576,-1.3772,-1.3772,-0.8236,0.4255
"11090","A_51_P338611","66254","Dimt1","DIM1 rRNA methyltransferase and ribosome maturation factor",0.29,0.6338,0.4575,-0.3403,-0.3403,-0.1595,0.8763
"11091","A_51_P499561","218543","Srek1","splicing regulatory glutamine/lysine-rich protein 1",0.2901,0.6338,0.4576,1.9828,1.9828,1.1139,0.2901
"11092","A_52_P418807","77430","9430081H08Rik","RIKEN cDNA 9430081H08 gene",0.2901,0.6338,0.4577,1.4884,1.4884,0.841,0.4209
"11093","A_52_P220190","81898","Sf3b1","splicing factor 3b, subunit 1",0.2901,0.6338,0.4577,1.1012,1.1012,1.3032,0.2084
"11094","A_51_P466858","228790","Asxl1","ASXL transcriptional regulator 1",0.2902,0.634,0.4578,1.1822,1.1822,0.9208,0.3712
"11095","A_52_P644349","22688","Zfp26","zinc finger protein 26",0.2903,0.6341,0.4578,0.1792,0.1792,0.1061,0.9166
"11096","A_52_P503135","319996","Golm2","golgi membrane protein 2",0.2904,0.6341,0.458,-2.9469,-2.9469,-1.127,0.2904
"11097","A_51_P451176","79362","Bhlhe41","basic helix-loop-helix family, member e41",0.2903,0.6341,0.4578,0.9767,0.9767,0.7484,0.467
"11098","A_52_P401473","18208","Ntn1","netrin 1",0.2904,0.6341,0.458,-2.545,-2.545,-1.8168,0.0886
"11099","A_52_P26138","66202","1110059G10Rik","RIKEN cDNA 1110059G10 gene",0.2904,0.6341,0.4579,2.2529,2.2529,1.3584,0.1965
"11100","A_51_P486188","18459","Pabpc2","poly(A) binding protein, cytoplasmic 2",0.2906,0.6344,0.4581,0.4133,0.4133,0.274,0.7886
"11101","A_52_P106739","212880","Ddx46","DEAD box helicase 46",0.2906,0.6344,0.4581,0.4453,0.4453,0.3091,0.7609
"11102","A_51_P196260","320460","Vwc2l","von Willebrand factor C domain-containing protein 2-like",0.2909,0.6349,0.4582,1.792,1.792,1.1118,0.2909
"11103","A_51_P256747","271639","Adcy10","adenylate cyclase 10",0.2909,0.6349,0.4582,-1.6473,-1.6473,-1.2322,0.2424
"11104","A_51_P445555","239985","Arid1b","AT-rich interaction domain 1B",0.291,0.6349,0.4583,2.4124,2.4124,1.1256,0.291
"11105","A_51_P356335","231532","Arhgap24","Rho GTPase activating protein 24",0.2911,0.6351,0.4583,0.3159,0.3159,0.253,0.8034
"11106","A_52_P192405","347708","Dppa1","developmental pluripotency associated 1",0.2912,0.6353,0.4584,1.1047,1.1047,0.6552,0.5252
"11107","A_52_P171166","210321","BC048679","cDNA sequence BC048679",0.2912,0.6353,0.4584,1.8878,1.8878,1.7837,0.0954
"11108","A_52_P390913","66717","Ccdc96","coiled-coil domain containing 96",0.2914,0.6354,0.4585,-2.6145,-2.6145,-1.5276,0.1481
"11109","A_52_P590392","19325","Rab10","RAB10, member RAS oncogene family",0.2915,0.6354,0.4587,0.4772,0.4772,0.2799,0.7862
"11110","A_52_P875073","77806","A930019D19Rik","RIKEN cDNA A930019D19 gene",0.2914,0.6354,0.4586,1.0537,1.0537,0.553,0.5918
"11111","A_51_P151516","320273","B230208H11Rik","RIKEN cDNA B230208H11 gene",0.2914,0.6354,0.4585,1.1052,1.1052,1.1015,0.2914
"11112","A_51_P233059","16709","Ktn1","kinectin 1",0.2913,0.6354,0.4584,0.3506,0.3506,0.185,0.8562
"11113","A_51_P417815","233222","Mrgpra3","MAS-related GPR, member A3",0.2914,0.6354,0.4585,1.0893,1.0893,0.5601,0.5845
"11114","A_51_P211152","75725","Phf14","PHD finger protein 14",0.2915,0.6354,0.4587,-2.2786,-2.2786,-1.1342,0.2915
"11115","A_51_P265824","15242","Hhex","hematopoietically expressed homeobox",0.2913,0.6354,0.4585,1.1237,1.1237,1.7401,0.0984
"11116","A_51_P191400","22138","Ttn","titin",0.2915,0.6354,0.4588,-1.817,-1.817,-1.0839,0.3026
"11117","A_51_P297131","22330","Vcl","vinculin",0.2919,0.6359,0.459,-0.4752,-0.4752,-0.4786,0.6405
"11118","A_51_P305537","20444","St3gal2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2",0.292,0.6361,0.459,-1.5887,-1.5887,-1.1154,0.292
"11119","A_51_P216157","226591","Tiprl","TIP41, TOR signalling pathway regulator-like (S. cerevisiae)",0.292,0.6361,0.459,1.0803,1.0803,1.1717,0.2649
"11120","A_52_P3070","212070","Clrn3","clarin 3",0.292,0.6361,0.4591,1.7452,1.7452,0.7455,0.4709
"11121","A_52_P388780","432536","Pom121l12","POM121 membrane glycoprotein-like 12",0.292,0.6361,0.4591,-1.1865,-1.1865,-0.6511,0.5304
"11122","A_52_P421096","76809","Bri3bp","Bri3 binding protein",0.2922,0.6363,0.4591,-1.8015,-1.8015,-1.1149,0.2922
"11123","A_52_P316376","207165","Bptf","bromodomain PHD finger transcription factor",0.2923,0.6364,0.4592,-1.4614,-1.4614,-1.1036,0.2923
"11124","A_52_P318281","18736","Pou1f1","POU domain, class 1, transcription factor 1",0.2922,0.6364,0.4592,0.5945,0.5945,0.3313,0.7469
"11125","A_52_P412645","381489","Rxfp1","relaxin/insulin-like family peptide receptor 1",0.2925,0.6366,0.4595,2.0186,2.0186,1.5038,0.1595
"11126","A_52_P420663","217194","Klhl11","kelch-like 11",0.2925,0.6366,0.4594,-1.1147,-1.1147,-1.103,0.2925
"11127","A_52_P292632","70948","Wdr20rt","WD repeat domain 20, retrogene",0.2925,0.6366,0.4595,1.145,1.145,1.0869,0.2927
"11128","A_52_P121692","77929","Yipf6","Yip1 domain family, member 6",0.2925,0.6366,0.4594,0.5415,0.5415,0.5746,0.5733
"11129","A_52_P576912","73379","Dcbld2","discoidin, CUB and LCCL domain containing 2",0.2925,0.6366,0.4595,2.4562,2.4562,2.4138,0.0277
"11130","A_51_P376711","100134986","Gm15498","predicted gene 15498",0.2926,0.6367,0.4596,-0.3221,-0.3221,-0.1564,0.8782
"11131","A_52_P101990","54388","H1f9","H1.9 linker histone",0.2927,0.6368,0.4596,1.158,1.158,0.7122,0.4918
"11132","A_52_P745","80911","Acox3","acyl-Coenzyme A oxidase 3, pristanoyl",0.2928,0.637,0.4597,-1.3875,-1.3875,-0.5318,0.6029
"11133","A_52_P181748","226844","Flvcr1","feline leukemia virus subgroup C cellular receptor 1",0.2929,0.6372,0.4597,-0.4677,-0.4677,-0.1883,0.8532
"11134","A_52_P403558","381970","Scgb2b2","secretoglobin, family 2B, member 2",0.293,0.6373,0.4598,1.2275,1.2275,0.9323,0.3675
"11135","A_52_P221833","258459","Or2y16","olfactory receptor family 2 subfamily Y member 16",0.2931,0.6373,0.4599,-0.8538,-0.8538,-0.8412,0.4122
"11136","A_52_P613664","110648","Lmx1a","LIM homeobox transcription factor 1 alpha",0.2931,0.6373,0.4599,-0.4062,-0.4062,-0.4056,0.6918
"11137","A_52_P656634","103963","Rpn1","ribophorin I",0.293,0.6373,0.4598,-0.3645,-0.3645,-0.5117,0.6171
"11138","A_52_P126417","108672","Zdhhc15","zinc finger, DHHC domain containing 15",0.293,0.6373,0.4597,0.8317,0.8317,0.978,0.3414
"11139","A_52_P579531","53318","Pdlim3","PDZ and LIM domain 3",0.2932,0.6375,0.46,-1.3847,-1.3847,-1.1012,0.2932
"11140","A_51_P150521","217664","Mgat2","mannoside acetylglucosaminyltransferase 2",0.2933,0.6376,0.46,0.7024,0.7024,1.0977,0.2881
"11141","A_52_P613853","360214","Defb39","defensin beta 39",0.2933,0.6376,0.46,-0.8278,-0.8278,-0.7661,0.459
"11142","A_52_P578840","55981","Pigb","phosphatidylinositol glycan anchor biosynthesis, class B",0.2933,0.6376,0.46,-0.3239,-0.3239,-0.2564,0.801
"11143","A_52_P145970","56087","Dnah10","dynein, axonemal, heavy chain 10",0.2936,0.6378,0.4602,-0.7867,-0.7867,-0.4631,0.6512
"11144","A_51_P185639","19268","Ptprf","protein tyrosine phosphatase receptor type F",0.2936,0.6378,0.4602,-1.6585,-1.6585,-1.1115,0.2936
"11145","A_52_P397438","403201","5330416C01Rik","RIKEN cDNA 5330416C01 gene",0.2936,0.6378,0.4603,-2.3678,-2.3678,-1.0898,0.3026
"11146","A_52_P71645","258635","Or5w16","olfactory receptor family 5 subfamily W member 16",0.2936,0.6378,0.4602,-2.412,-2.412,-1.811,0.0962
"11147","A_52_P90463","258647","Or2a51","olfactory receptor family 2 subfamily A member 51",0.2935,0.6378,0.4601,1.9365,1.9365,1.6088,0.1237
"11148","A_52_P826044","71327","5430402P08Rik","RIKEN cDNA 5430402P08 gene",0.2935,0.6378,0.4601,1.6326,1.6326,0.9721,0.3469
"11149","A_51_P451275","241494","Zfp385b","zinc finger protein 385B",0.2936,0.6378,0.4603,-1.4402,-1.4402,-1.1115,0.2936
"11150","A_52_P24439","20387","Sftpa1","surfactant associated protein A1",0.2936,0.6378,0.4603,-0.7664,-0.7664,-0.4282,0.6737
"11151","A_51_P385928","192212","Prom2","prominin 2",0.2937,0.6379,0.4604,-0.3076,-0.3076,-0.2377,0.8159
"11152","A_52_P581110","74769","Pik3cb","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.2938,0.6381,0.4604,-0.8534,-0.8534,-1.0922,0.2938
"11153","A_51_P464064","67302","Zc3h13","zinc finger CCCH type containing 13",0.2939,0.6382,0.4606,-2.4187,-2.4187,-2.1432,0.0542
"11154","A_52_P444815","13856","Epo","erythropoietin",0.2939,0.6382,0.4605,2.3879,2.3879,2.1252,0.0511
"11155","A_51_P421538","97086","Slc9b2","solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2",0.2939,0.6382,0.4605,-2.0715,-2.0715,-1.0864,0.2939
"11156","A_52_P647919","22282","Usf2","upstream transcription factor 2",0.2943,0.6385,0.4609,-0.3178,-0.3178,-0.4682,0.6458
"11157","A_51_P196395","68001","Cfap298","cilia and flagella associate protien 298",0.2942,0.6385,0.4607,-1.2866,-1.2866,-0.7305,0.4767
"11158","A_51_P266940","72350","Zc2hc1c","zinc finger, C2HC-type containing 1C",0.2943,0.6385,0.4608,-0.9492,-0.9492,-0.9133,0.3783
"11159","A_51_P214998","78055","4930569F06Rik","RIKEN cDNA 4930569F06 gene",0.2944,0.6385,0.461,-1.7656,-1.7656,-0.9676,0.3502
"11160","A_51_P339943","18073","Nid1","nidogen 1",0.2942,0.6385,0.4607,2.7493,2.7493,2.5796,0.0223
"11161","A_51_P514126","18044","Nfya","nuclear transcription factor-Y alpha",0.2944,0.6385,0.461,1.5779,1.5779,1.7184,0.1015
"11162","A_51_P453826","258969","Or4c121","olfactory receptor family 4 subfamily C member 121",0.2943,0.6385,0.4609,0.7704,0.7704,0.807,0.4311
"11163","A_52_P214370","102633345","Gm9922","predicted gene 9922",0.2944,0.6386,0.4611,1.1817,1.1817,0.6064,0.5571
"11164","A_52_P229471","22339","Vegfa","vascular endothelial growth factor A",0.2944,0.6386,0.4611,-2.0183,-2.0183,-1.6346,0.1291
"11165","A_52_P401679","243897","Ggn","gametogenetin",0.2945,0.6386,0.4612,0.1424,0.1424,0.1523,0.8812
"11166","A_51_P364225","77300","Raph1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",0.2945,0.6386,0.4611,0.5302,0.5302,0.2726,0.7904
"11167","A_51_P271021","101118","Tmem168","transmembrane protein 168",0.2946,0.6386,0.4612,0.8051,0.8051,1.2116,0.2401
"11168","A_51_P296109","73712","Dmkn","dermokine",0.2946,0.6387,0.4613,1.6887,1.6887,1.0979,0.2946
"11169","A_52_P617817","15525","Hspa4","heat shock protein 4",0.2946,0.6387,0.4613,-1.797,-1.797,-1.3067,0.2168
"11170","A_51_P275407","215789","Phactr2","phosphatase and actin regulator 2",0.2946,0.6387,0.4613,-0.2512,-0.2512,-0.1083,0.9156
"11171","A_51_P498004","14672","Gna11","guanine nucleotide binding protein, alpha 11",0.2947,0.6387,0.4614,1.6922,1.6922,0.7754,0.4569
"11172","A_51_P443661","328516","Gm20555","predicted gene, 20555",0.2948,0.6388,0.4615,-0.2383,-0.2383,-0.1687,0.8689
"11173","A_51_P459288","55994","Smad9","SMAD family member 9",0.2948,0.6388,0.4615,0.7184,0.7184,0.8591,0.4034
"11174","A_52_P222354","320528","Vps13c","vacuolar protein sorting 13C",0.295,0.639,0.4616,0.2598,0.2598,0.2321,0.8188
"11175","A_51_P282268","75627","Snapc1","small nuclear RNA activating complex, polypeptide 1",0.2951,0.6392,0.4616,-1.6912,-1.6912,-1.0968,0.2951
"11176","A_51_P490023","22151","Tubb2a","tubulin, beta 2A class IIA",0.2951,0.6392,0.4617,1.9802,1.9802,1.5668,0.1387
"11177","A_51_P166346","67929","Ccdc70","coiled-coil domain containing 70",0.295,0.6392,0.4616,-3.0321,-3.0321,-1.2209,0.2514
"11178","A_51_P323620","77862","Thyn1","thymocyte nuclear protein 1",0.2951,0.6392,0.4617,0.6311,0.6311,0.2928,0.7736
"11179","A_52_P35819","54367","Zfp326","zinc finger protein 326",0.2953,0.6394,0.4618,-1.2802,-1.2802,-1.1218,0.2848
"11180","A_52_P244357","74781","Wipi2","WD repeat domain, phosphoinositide interacting 2",0.2953,0.6394,0.4618,1.3201,1.3201,0.961,0.3523
"11181","A_51_P154295","258710","Or10z1","olfactory receptor family 10 subfamily Z member 1",0.2952,0.6394,0.4617,1.0092,1.0092,0.728,0.479
"11182","A_51_P432403","14183","Fgfr2","fibroblast growth factor receptor 2",0.2953,0.6394,0.4618,-1.7534,-1.7534,-1.1149,0.2953
"11183","A_52_P1135379","108167326","Gm2788","predicted gene 2788",0.2954,0.6395,0.4619,0.714,0.714,0.5679,0.5787
"11184","A_51_P307828","77673","Defb41","defensin beta 41",0.2954,0.6395,0.4619,-0.5081,-0.5081,-0.4839,0.6357
"11185","A_51_P517094","20405","Sh3gl1","SH3-domain GRB2-like 1",0.2954,0.6395,0.4619,-0.1841,-0.1841,-0.1564,0.8779
"11186","A_51_P275435","71874","Mab21l4","mab-21-like 4",0.2955,0.6396,0.462,-0.3498,-0.3498,-0.2985,0.7706
"11187","A_51_P368285","73121","Rflna","refilin A",0.2956,0.6396,0.462,1.3772,1.3772,1.3565,0.1932
"11188","A_51_P504512","69444","Lyzl6","lysozyme-like 6",0.2956,0.6396,0.462,-1.5458,-1.5458,-1.4798,0.1636
"11189","A_52_P1101647","78910","Asb15","ankyrin repeat and SOCS box-containing 15",0.2956,0.6396,0.4621,2.3703,2.3703,2.4095,0.0321
"11190","A_51_P330749","20980","Syt2","synaptotagmin II",0.2956,0.6396,0.4621,-0.1253,-0.1253,-0.0951,0.9262
"11191","A_52_P179238","26914","Macroh2a1","macroH2A.1 histone",0.2957,0.6399,0.4621,-1.8195,-1.8195,-1.1002,0.2957
"11192","A_52_P368650","212168","Zswim4","zinc finger SWIM-type containing 4",0.2958,0.64,0.4622,0.2931,0.2931,0.2611,0.7969
